,Country code,Country,Reference sector,Employment type,Education level,Year,Value
5206,NOR,Norway,Independent private educational institutions,Part-time,Doctoral or equivalent level,2016,72.0
5207,NOR,Norway,Independent private educational institutions,Part-time,Doctoral or equivalent level,2017,70.0
5208,NOR,Norway,Independent private educational institutions,Part-time,Doctoral or equivalent level,2018,71.0
5209,NOR,Norway,Independent private educational institutions,Part-time,Doctoral or equivalent level,2019,73.0
5231,POL,Poland,Public educational institutions,Full-time,Short-cycle tertiary education,2013,6529.0
5232,POL,Poland,Public educational institutions,Full-time,Short-cycle tertiary education,2014,5334.0
5233,POL,Poland,Public educational institutions,Full-time,Short-cycle tertiary education,2015,2520.0
5234,POL,Poland,Public educational institutions,Full-time,Short-cycle tertiary education,2016,343.0
5235,POL,Poland,Public educational institutions,Full-time,Short-cycle tertiary education,2017,216.0
5236,POL,Poland,Public educational institutions,Full-time,Short-cycle tertiary education,2018,234.0
5237,POL,Poland,Public educational institutions,Full-time,Short-cycle tertiary education,2019,222.0
5245,POL,Poland,Independent private educational institutions,Full-time,Short-cycle tertiary education,2013,816.0
5246,POL,Poland,Independent private educational institutions,Full-time,Short-cycle tertiary education,2014,469.0
5247,POL,Poland,Independent private educational institutions,Full-time,Short-cycle tertiary education,2015,201.0
5248,POL,Poland,Independent private educational institutions,Full-time,Short-cycle tertiary education,2016,0.0
5249,POL,Poland,Independent private educational institutions,Full-time,Short-cycle tertiary education,2017,0.0
5250,POL,Poland,Independent private educational institutions,Full-time,Short-cycle tertiary education,2018,0.0
5251,POL,Poland,Independent private educational institutions,Full-time,Short-cycle tertiary education,2019,0.0
5252,POL,Poland,Public educational institutions,Part-time,Short-cycle tertiary education,2013,3167.0
5266,POL,Poland,Independent private educational institutions,Part-time,Short-cycle tertiary education,2013,395.0
5294,POL,Poland,Public educational institutions,Full-time,Bachelor’s or equivalent level,2013,611516.0
5295,POL,Poland,Public educational institutions,Full-time,Bachelor’s or equivalent level,2014,689143.0
5296,POL,Poland,Public educational institutions,Full-time,Bachelor’s or equivalent level,2015,669918.0
5297,POL,Poland,Public educational institutions,Full-time,Bachelor’s or equivalent level,2016,651185.0
5298,POL,Poland,Public educational institutions,Full-time,Bachelor’s or equivalent level,2017,632233.0
5299,POL,Poland,Public educational institutions,Full-time,Bachelor’s or equivalent level,2018,592041.0
5300,POL,Poland,Public educational institutions,Full-time,Bachelor’s or equivalent level,2019,555669.0
5308,POL,Poland,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2013,57847.0
5309,POL,Poland,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2014,119181.0
5310,POL,Poland,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2015,114393.0
5311,POL,Poland,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2016,124340.0
5312,POL,Poland,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2017,131937.0
5313,POL,Poland,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2018,139629.0
5314,POL,Poland,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2019,149077.0
5315,POL,Poland,Public educational institutions,Part-time,Bachelor’s or equivalent level,2013,277594.0
5316,POL,Poland,Public educational institutions,Part-time,Bachelor’s or equivalent level,2014,154392.0
5317,POL,Poland,Public educational institutions,Part-time,Bachelor’s or equivalent level,2015,136703.0
5318,POL,Poland,Public educational institutions,Part-time,Bachelor’s or equivalent level,2016,122894.0
5319,POL,Poland,Public educational institutions,Part-time,Bachelor’s or equivalent level,2017,114325.0
5320,POL,Poland,Public educational institutions,Part-time,Bachelor’s or equivalent level,2018,107868.0
5321,POL,Poland,Public educational institutions,Part-time,Bachelor’s or equivalent level,2019,100439.0
5322,POL,Poland,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2013,319514.0
5323,POL,Poland,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2014,209921.0
5324,POL,Poland,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2015,183350.0
5325,POL,Poland,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2016,160528.0
5326,POL,Poland,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2017,148746.0
5327,POL,Poland,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2018,147185.0
5328,POL,Poland,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2019,146385.0
5350,POL,Poland,Public educational institutions,Full-time,Master’s or equivalent level,2013,274904.0
5351,POL,Poland,Public educational institutions,Full-time,Master’s or equivalent level,2014,270241.0
5352,POL,Poland,Public educational institutions,Full-time,Master’s or equivalent level,2015,271384.0
5353,POL,Poland,Public educational institutions,Full-time,Master’s or equivalent level,2016,270917.0
5354,POL,Poland,Public educational institutions,Full-time,Master’s or equivalent level,2017,265445.0
5355,POL,Poland,Public educational institutions,Full-time,Master’s or equivalent level,2018,255173.0
5356,POL,Poland,Public educational institutions,Full-time,Master’s or equivalent level,2019,238593.0
5364,POL,Poland,Independent private educational institutions,Full-time,Master’s or equivalent level,2013,25868.0
5365,POL,Poland,Independent private educational institutions,Full-time,Master’s or equivalent level,2014,24818.0
5366,POL,Poland,Independent private educational institutions,Full-time,Master’s or equivalent level,2015,23606.0
5367,POL,Poland,Independent private educational institutions,Full-time,Master’s or equivalent level,2016,24065.0
5368,POL,Poland,Independent private educational institutions,Full-time,Master’s or equivalent level,2017,24094.0
5369,POL,Poland,Independent private educational institutions,Full-time,Master’s or equivalent level,2018,25607.0
5370,POL,Poland,Independent private educational institutions,Full-time,Master’s or equivalent level,2019,27156.0
5371,POL,Poland,Public educational institutions,Part-time,Master’s or equivalent level,2013,156327.0
5372,POL,Poland,Public educational institutions,Part-time,Master’s or equivalent level,2014,136693.0
5373,POL,Poland,Public educational institutions,Part-time,Master’s or equivalent level,2015,122316.0
5374,POL,Poland,Public educational institutions,Part-time,Master’s or equivalent level,2016,113654.0
5375,POL,Poland,Public educational institutions,Part-time,Master’s or equivalent level,2017,106240.0
5376,POL,Poland,Public educational institutions,Part-time,Master’s or equivalent level,2018,97588.0
5377,POL,Poland,Public educational institutions,Part-time,Master’s or equivalent level,2019,87761.0
5385,POL,Poland,Independent private educational institutions,Part-time,Master’s or equivalent level,2013,125946.0
5386,POL,Poland,Independent private educational institutions,Part-time,Master’s or equivalent level,2014,109116.0
5387,POL,Poland,Independent private educational institutions,Part-time,Master’s or equivalent level,2015,97515.0
5388,POL,Poland,Independent private educational institutions,Part-time,Master’s or equivalent level,2016,89105.0
5389,POL,Poland,Independent private educational institutions,Part-time,Master’s or equivalent level,2017,83786.0
5390,POL,Poland,Independent private educational institutions,Part-time,Master’s or equivalent level,2018,86256.0
5391,POL,Poland,Independent private educational institutions,Part-time,Master’s or equivalent level,2019,86410.0
5413,POL,Poland,Public educational institutions,Full-time,Doctoral or equivalent level,2013,30756.0
5414,POL,Poland,Public educational institutions,Full-time,Doctoral or equivalent level,2014,32608.0
5415,POL,Poland,Public educational institutions,Full-time,Doctoral or equivalent level,2015,33864.0
5416,POL,Poland,Public educational institutions,Full-time,Doctoral or equivalent level,2016,34280.0
5417,POL,Poland,Public educational institutions,Full-time,Doctoral or equivalent level,2017,34591.0
5418,POL,Poland,Public educational institutions,Full-time,Doctoral or equivalent level,2018,33617.0
5419,POL,Poland,Public educational institutions,Full-time,Doctoral or equivalent level,2019,32518.0
5427,POL,Poland,Independent private educational institutions,Full-time,Doctoral or equivalent level,2013,2242.0
5428,POL,Poland,Independent private educational institutions,Full-time,Doctoral or equivalent level,2014,2653.0
5429,POL,Poland,Independent private educational institutions,Full-time,Doctoral or equivalent level,2015,2594.0
5430,POL,Poland,Independent private educational institutions,Full-time,Doctoral or equivalent level,2016,2821.0
5431,POL,Poland,Independent private educational institutions,Full-time,Doctoral or equivalent level,2017,2957.0
5432,POL,Poland,Independent private educational institutions,Full-time,Doctoral or equivalent level,2018,2914.0
5433,POL,Poland,Independent private educational institutions,Full-time,Doctoral or equivalent level,2019,2592.0
5434,POL,Poland,Public educational institutions,Part-time,Doctoral or equivalent level,2013,8503.0
5435,POL,Poland,Public educational institutions,Part-time,Doctoral or equivalent level,2014,7452.0
5436,POL,Poland,Public educational institutions,Part-time,Doctoral or equivalent level,2015,6349.0
5437,POL,Poland,Public educational institutions,Part-time,Doctoral or equivalent level,2016,5578.0
5438,POL,Poland,Public educational institutions,Part-time,Doctoral or equivalent level,2017,5172.0
5439,POL,Poland,Public educational institutions,Part-time,Doctoral or equivalent level,2018,4392.0
5440,POL,Poland,Public educational institutions,Part-time,Doctoral or equivalent level,2019,3828.0
5448,POL,Poland,Independent private educational institutions,Part-time,Doctoral or equivalent level,2013,794.0
5449,POL,Poland,Independent private educational institutions,Part-time,Doctoral or equivalent level,2014,645.0
5450,POL,Poland,Independent private educational institutions,Part-time,Doctoral or equivalent level,2015,592.0
