,COUNTRY,Country,Gender,Field,International mobility,Education level,Year,Value
9033,CHE,Switzerland,Female,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1342.0
9034,CHE,Switzerland,Male,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,54.0
9035,TUR,Turkey,Female,Education,Total,Short-cycle tertiary education,2019,104194.0
9036,TUR,Turkey,Female,"Social sciences, journalism and information",Total,Doctoral or equivalent level,2019,4327.0
9038,TUR,Turkey,Female,"Business, administration and law",Mobile including homecoming nationals,Master’s or equivalent level,2019,1813.0
9039,TUR,Turkey,Male,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,5356.0
9041,TUR,Turkey,Female,Health and welfare,Mobile including homecoming nationals,Short-cycle tertiary education,2019,1509.0
9043,TUR,Turkey,Male,Services,Total,Short-cycle tertiary education,2019,170685.0
9045,GBR,United Kingdom,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Short-cycle tertiary education,2019,222.28
9046,GBR,United Kingdom,Female,"Social sciences, journalism and information",Homecoming nationals,Bachelor’s or equivalent level,2019,1090.85
9047,GBR,United Kingdom,Female,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,171953.26
9048,GBR,United Kingdom,Female,"Business, administration and law",Total,Doctoral or equivalent level,2019,4228.96
9049,GBR,United Kingdom,Female,"Natural sciences, mathematics and statistics",Total,Master’s or equivalent level,2019,28642.28
9050,GBR,United Kingdom,Male,"Engineering, manufacturing and construction",Total,Bachelor’s or equivalent level,2019,121159.84
9051,GBR,United Kingdom,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,7353.51
9052,GBR,United Kingdom,Female,Services,Homecoming nationals,Short-cycle tertiary education,2019,0.0
9065,BRA,Brazil,Female,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,16.0
9071,CHL,Chile,Female,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,100006.167
9073,CHL,Chile,Female,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,1724.5
9076,CHL,Chile,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,132.5
9077,CHL,Chile,Female,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,12396.667
9078,CHL,Chile,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,29.0
9081,COL,Colombia,Female,Arts and humanities,Total,Short-cycle tertiary education,2019,15050.0
9082,COL,Colombia,Male,"Social sciences, journalism and information",Total,Bachelor’s or equivalent level,2019,67629.0
9084,COL,Colombia,Female,"Business, administration and law",Mobile including homecoming nationals,Master’s or equivalent level,2019,137.0
9085,COL,Colombia,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,33.0
9086,COL,Colombia,Male,"Engineering, manufacturing and construction",Total,Bachelor’s or equivalent level,2019,228958.0
9088,COL,Colombia,Female,Health and welfare,Total,Master’s or equivalent level,2019,8728.0
9091,EST,Estonia,Female,Education,Total,Doctoral or equivalent level,2019,86.0
9092,EST,Estonia,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,58.0
9094,EST,Estonia,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,50.0
9095,EST,Estonia,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,84.0
9098,EST,Estonia,Male,Services,Total,Bachelor’s or equivalent level,2019,1210.083
9099,EST,Estonia,Male,Services,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,0.0
9100,ISR,Israel,Male,Education,Homecoming nationals,Bachelor’s or equivalent level,2019,137.0
9101,ISR,Israel,Male,Arts and humanities,Mobile including homecoming nationals,Master’s or equivalent level,2019,262.0
9102,ISR,Israel,Male,Arts and humanities,Homecoming nationals,Master’s or equivalent level,2019,48.0
9103,ISR,Israel,Male,"Social sciences, journalism and information",Homecoming nationals,Bachelor’s or equivalent level,2019,413.5
9104,ISR,Israel,Female,"Social sciences, journalism and information",Homecoming nationals,Master’s or equivalent level,2019,64.0
9105,ISR,Israel,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Doctoral or equivalent level,2019,2.0
9106,ISR,Israel,Female,"Engineering, manufacturing and construction",Total,Bachelor’s or equivalent level,2019,10254.5
9107,ISR,Israel,Female,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,1044.0
9108,ISR,Israel,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Doctoral or equivalent level,2019,76.0
9109,ISR,Israel,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,10.0
9110,ISR,Israel,Male,Services,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,0.0
9111,LVA,Latvia,Female,Education,Total,Bachelor’s or equivalent level,2019,3267.0
9112,LVA,Latvia,Female,Education,Mobile including homecoming nationals,Doctoral or equivalent level,2019,7.0
9114,LVA,Latvia,Male,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,6.0
9115,LVA,Latvia,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,233.0
9116,LVA,Latvia,Female,"Business, administration and law",Mobile including homecoming nationals,Short-cycle tertiary education,2019,8.0
9118,LVA,Latvia,Female,"Natural sciences, mathematics and statistics",Total,Master’s or equivalent level,2019,299.0
9119,LVA,Latvia,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Master’s or equivalent level,2019,54.0
9122,LTU,Lithuania,Female,Education,Homecoming nationals,Master’s or equivalent level,2019,2.0
9123,LTU,Lithuania,Male,Education,Homecoming nationals,Doctoral or equivalent level,2019,1.0
9125,LTU,Lithuania,Male,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,593.0
9126,LTU,Lithuania,Female,"Social sciences, journalism and information",Homecoming nationals,Master’s or equivalent level,2019,22.0
9129,LTU,Lithuania,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,19.0
9130,LTU,Lithuania,Male,"Engineering, manufacturing and construction",Homecoming nationals,Master’s or equivalent level,2019,6.0
9131,LTU,Lithuania,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,0.0
9132,LTU,Lithuania,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,6.0
9133,LTU,Lithuania,Female,Health and welfare,Mobile including homecoming nationals,Doctoral or equivalent level,2019,0.0
9134,LTU,Lithuania,Male,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,0.0
9135,LTU,Lithuania,Male,Services,Total,Master’s or equivalent level,2019,202.0
9136,RUS,Russia,Female,Arts and humanities,Total,Doctoral or equivalent level,2019,5548.0
9138,RUS,Russia,Male,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,23189.0
9143,RUS,Russia,Male,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,16786.0
9144,RUS,Russia,Female,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,29215.0
9148,SVN,Slovenia,Male,Education,Total,Short-cycle tertiary education,2019,0.0
9149,SVN,Slovenia,Female,Education,Homecoming nationals,Short-cycle tertiary education,2019,0.0
9150,SVN,Slovenia,Female,Education,Homecoming nationals,Bachelor’s or equivalent level,2019,19.0
9151,SVN,Slovenia,Female,Arts and humanities,Total,Short-cycle tertiary education,2019,277.0
9152,SVN,Slovenia,Female,Arts and humanities,Homecoming nationals,Bachelor’s or equivalent level,2019,16.0
9153,SVN,Slovenia,Female,Arts and humanities,Total,Doctoral or equivalent level,2019,403.0
9154,SVN,Slovenia,Male,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,43.0
9155,SVN,Slovenia,Male,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,452.0
9156,SVN,Slovenia,Female,"Business, administration and law",Homecoming nationals,Short-cycle tertiary education,2019,1.0
9157,SVN,Slovenia,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Bachelor’s or equivalent level,2019,0.0
9158,SVN,Slovenia,Female,"Engineering, manufacturing and construction",Homecoming nationals,Bachelor’s or equivalent level,2019,3.0
9159,SVN,Slovenia,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,205.0
9160,SVN,Slovenia,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,35.0
9161,SVN,Slovenia,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,2.0
9162,SVN,Slovenia,Male,Health and welfare,Total,Master’s or equivalent level,2019,1079.0
9163,SVN,Slovenia,Female,Services,Homecoming nationals,Doctoral or equivalent level,2019,0.0
9164,AUS,Australia,Male,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,15015.0
9167,AUT,Austria,Male,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,16.0
9168,AUT,Austria,Male,"Social sciences, journalism and information",Total,Bachelor’s or equivalent level,2019,7495.276
9169,BEL,Belgium,Male,Education,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,248.0
9170,BEL,Belgium,Female,Arts and humanities,Homecoming nationals,Bachelor’s or equivalent level,2019,66.0
9171,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Master’s or equivalent level,2019,7.0
9172,BEL,Belgium,Male,Information and Communication Technologies (ICTs),Homecoming nationals,Master’s or equivalent level,2019,3.0
9173,BEL,Belgium,Female,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,3223.0
9175,CAN,Canada,Male,Arts and humanities,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,5247.0
9176,CAN,Canada,Female,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,2235.0
9177,CAN,Canada,Male,Health and welfare,Total,Doctoral or equivalent level,2019,1608.0
9179,DNK,Denmark,Male,"Business, administration and law",Homecoming nationals,Master’s or equivalent level,2019,84.0
9180,DNK,Denmark,Male,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,311.0
9181,FIN,Finland,Male,"Business, administration and law",Mobile including homecoming nationals,Master’s or equivalent level,2019,710.0
9182,FIN,Finland,Male,"Natural sciences, mathematics and statistics",Homecoming nationals,Bachelor’s or equivalent level,2019,32.0
9183,FRA,France,Female,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,55594.0
9184,FRA,France,Female,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,698.0
9186,DEU,Germany,Male,Education,Total,Master’s or equivalent level,2019,24443.0
9187,DEU,Germany,Female,Education,Mobile including homecoming nationals,Master’s or equivalent level,2019,2552.0
9188,DEU,Germany,Female,Arts and humanities,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
9189,DEU,Germany,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
9191,DEU,Germany,Female,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,9883.0
9192,DEU,Germany,Male,Health and welfare,Total,Doctoral or equivalent level,2019,9500.0
9193,GRC,Greece,Male,Education,Mobile including homecoming nationals,Doctoral or equivalent level,2019,24.0
9194,GRC,Greece,Female,Arts and humanities,Homecoming nationals,Doctoral or equivalent level,2019,2.0
9195,GRC,Greece,Male,"Social sciences, journalism and information",Total,Bachelor’s or equivalent level,2019,38442.0
9196,GRC,Greece,Female,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,25830.0
9199,GRC,Greece,Male,Services,Homecoming nationals,Master’s or equivalent level,2019,0.0
9201,HUN,Hungary,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Doctoral or equivalent level,2019,23.0
9204,ISL,Iceland,Female,Arts and humanities,Homecoming nationals,Master’s or equivalent level,2019,5.0
9205,ISL,Iceland,Female,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,366.0
9206,ISL,Iceland,Male,"Natural sciences, mathematics and statistics",Total,Doctoral or equivalent level,2019,75.0
